v1,v2,,,,
pam,We not watching movie already. Xy wants 2 shop so i'm shopping w her now.,,,,
pam,Hello my little party animal! I just thought I'd buzz you as you were with your friends ...*grins*... Reminding you were loved and send a naughty adoring kiss,,,,
pam,Yesterday its with me only . Now am going home.,,,,
spam,"Eerie Nokia tones 4u, rply TONE TITLE to 8007 eg TONE DRACULA to 8007 Titles: GHOST, ADDAMSFA, MUNSTERS, EXORCIST, TWILIGHT www.getzed.co.uk POBox36504W45WQ 150p",,,,
pam,"You have come into my life and brought the sun ..Shiny down on me, warming my heart. Putting a constant smile on my face ... Making me feel loved and cared for",,,,
pam,"No shit, but I wasn't that surprised, so I went and spent the evening with that french guy I met in town here and we fooled around a bit but I didn't let him fuck me",,,,
spam,"0A$NETWORKS allow companies to bill for SMS, so they are responsible for their \suppliers\"""," just as a shop has to give a guarantee on what they sell. B. G.""",,,
pam,Great comedy..cant stop laughing da:),,,,
spam,FreeMsg:Feelin kinda lnly hope u like 2 keep me company! Jst got a cam moby wanna c my pic?Txt or reply DATE to 82242 Msg150p 2rcv Hlp 08712317606 stop to 82242,,,,
pam,"Alright, we're all set here, text the man",,,,
pam,"Hi , where are you? We're at  and they're not keen to go out i kind of am but feel i shouldn't so can we go out tomo, don't mind do you?",,,,
pam,Sleeping nt feeling well,,,,
pam,U WILL SWITCH YOUR FONE ON DAMMIT!!,,,,
pam,India have to take lead:),,,,
pam,I.ll post her out l8r. In class,,,,
pam,Thts wat Wright Brother did to fly..,,,,
pam,"Evening * v good if somewhat event laden. Will fill you in, don't you worry ‰Û_ Head * ok but throat * wrecked. See you at six then!",,,,
pam,If u laugh really loud.. If u talk spontaneously.. If u dont care what others feel.. U are probably with your dear &amp; best friends.. GOODEVENING Dear..:),,,,
pam,ITS A LAPTOP TAKE IT WITH YOU.,,,,
pam,I dont have any of your file in my bag..i was in work when you called me.i 'll tell you if i find anything in my room.,,,,
pam,I wan but too early lei... Me outside now wun b home so early... Neva mind then...,,,,
spam,"For ur chance to win a å£250 cash every wk TXT: ACTION to 80608. T's&C's www.movietrivia.tv custcare 08712405022, 1x150p/wk",,,,
pam,I was at bugis juz now wat... But now i'm walking home oredi... ÌÏ so late then reply... I oso saw a top dat i like but din buy... Where r Ì_ now? ,,,,
pam,"Wishing you and your family Merry \X\"" mas and HAPPY NEW Year in advance..""",,,,
pam,At 7 we will go ok na.,,,,
pam,Yes I posted a couple of pics on fb. There's still snow outside too. I'm just waking up :),,,,
pam,S:-)if we have one good partnership going we will take lead:),,,,
spam,RGENT! This is the 2nd attempt to contact U!U have WON å£1250 CALL 09071512433 b4 050703 T&CsBCM4235WC1N3XX. callcost 150ppm mobilesvary. maxå£7. 50,,,,
pam,"Yeah, where's your class at?",,,,
pam,No just send to you. Bec you in temple na.,,,,
pam,"You aren't coming home between class, right? I need to work out and shower!",,,,
spam,Hi if ur lookin 4 saucy daytime fun wiv busty married woman Am free all next week Chat now 2 sort time 09099726429 JANINExx Callså£1/minMobsmoreLKPOBOX177HP51FL,,,,
pam,S but mostly not like that.,,,,
pam,ÌÏ v ma fan...,,,,
pam,Dunno cos i was v late n when i reach they inside already... But we ate spageddies lor... It's e gals who r laughing at me lor...,,,,
pam,Guess who spent all last night phasing in and out of the fourth dimension,,,,
pam,So now my dad is gonna call after he gets out of work and ask all these crazy questions.,,,,
pam,"Yes..but they said its IT.,",,,,
pam,Very hurting n meaningful lines ever: \I compromised everything for my love," But at d end my love compromised me for everything:-(\"".. Gud mornin:-)""",,,
pam,Lmao!nice 1,,,,
pam,Glad to see your reply.,,,,
spam,URGENT! We are trying to contact U. Todays draw shows that you have won a å£800 prize GUARANTEED. Call 09050001295 from land line. Claim A21. Valid 12hrs only,,,,
spam,Monthly password for wap. mobsi.com is 391784. Use your wap phone not PC.,,,,
pam,Nah dub but je still buff,,,,
pam,Painful words- \I thought being Happy was the most toughest thing on Earth... But," the toughest is acting Happy with all unspoken pain inside..\""""",,,
pam,"Yeah, that's fine! It's å£6 to get in, is that ok? ",,,,
pam,Lol where do u come up with these ideas?,,,,
pam,"So many people seems to be special at first sight, But only very few will remain special to you till your last sight.. Maintain them till life ends.. Sh!jas",,,,
pam,"Today is \song dedicated day..\"" Which song will u dedicate for me? Send this to all ur valuable frnds but first rply me...""",,,,
pam,Okay... We wait ah,,,,
pam,Y lei?,,,,
pam,HI BABE U R MOST LIKELY TO BE IN BED BUT IM SO SORRY ABOUT TONIGHT! I REALLY WANNA SEE U TOMORROW SO CALL ME AT 9. LOVE ME XXX,,,,
pam,Already am squatting is the new way of walking,,,,
pam,Do you want bold 2 or bb torch,,,,
pam,Cramps stopped. Going back to sleep,,,,
spam,todays vodafone numbers ending with 0089(my last four digits) are selected to received a å£350 award. If your number matches please call 09063442151 to claim your å£350 award,,,,
spam,Free Top ringtone -sub to weekly ringtone-get 1st week free-send SUBPOLY to 81618-?3 per week-stop sms-08718727870,,,,
pam,Nan sonathaya soladha. Why boss?,,,,
pam,Bring tat cd don forget,,,,
spam,Sunshine Quiz Wkly Q! Win a top Sony DVD player if u know which country the Algarve is in? Txt ansr to 82277. å£1.50 SP:Tyrone,,,,
pam,I don't know but I'm raping dudes at poker,,,,
pam,Weightloss! No more girl friends. Make loads of money on ebay or something. And give thanks to God.,,,,
pam,Was gr8 to see that message. So when r u leaving? Congrats dear. What school and wat r ur plans.,,,,
pam,ÌÏ eatin later but i'm eatin wif my frens now lei... ÌÏ going home first? ,,,,
pam,Finish already... Yar they keep saying i mushy... I so embarrassed ok...,,,,
pam,"Sorry man, my stash ran dry last night and I can't pick up more until sunday",,,,
pam,Hai priya are you right. What doctor said pa. Where are you.,,,,
spam,"Free msg. Sorry, a service you ordered from 81303 could not be delivered as you do not have sufficient credit. Please top up to receive the service.",,,,
pam,Ok...,,,,
pam,Please ask mummy to call father,,,,
pam,Can come my room but cannot come my house cos my house still messy... Haha...,,,,
pam,I have lost 10 kilos as of today!,,,,
pam,Just taste fish curry :-P,,,,
pam,What can i do? Might accidant tookplace between somewhere ghodbandar rd. Traffic moves slovely. So plz slip &amp; don't worry.,,,,
pam,Yun ah.now Ì_ wkg where?btw if Ì_ go nus sc. ÌÏ wana specialise in wad?,,,,
pam,Yes! I am a one woman man! Please tell me your likes and dislikes in bed...,,,,
pam,Was doing my test earlier. I appreciate you. Will call you tomorrow.,,,,
pam,"How's my loverboy doing ? What does he do that keeps him from coming to his Queen, hmmm ? Doesn't he ache to speak to me ? Miss me desparately ?",,,,
pam,U meet other fren dun wan meet me ah... Muz b a guy rite...,,,,
pam,"(No promises on when though, haven't even gotten dinner yet)",,,,
pam,I got your back! Do you have any dislikes in bed?,,,,
pam,o turns out i had stereo love on mi phone under the unknown album.,,,,
spam,Hard LIVE 121 chat just 60p/min. Choose your girl and connect LIVE. Call 09094646899 now! Cheap Chat UK's biggest live service. VU BCM1896WC1N3XX,,,,
pam,Yeah I don't see why not,,,,
pam,Asking do u knw them or nt? May be ur frnds or classmates?,,,,
pam,"Sorry about earlier. Putting out fires.Are you around to talk after 9? Or do you actually have a life, lol!",,,,
spam,WOW! The Boys R Back. TAKE THAT 2007 UK Tour. Win VIP Tickets & pre-book with VIP Club. Txt CLUB to 81303. Trackmarque Ltd info@vipclub4u.,,,,
pam,"As in missionary hook up, doggy hook up, standing...|",,,,
pam,Then u better go sleep.. Dun disturb u liao.. U wake up then msg me lor..,,,,
pam,"Fighting with the world is easy, u either win or lose bt fightng with some1 who is close to u is dificult if u lose - u lose if u win - u still lose.",,,,
pam,Am watching house ‰ÛÒ very entertaining ‰ÛÒ am getting the whole hugh laurie thing ‰ÛÒ even with the stick ‰ÛÒ indeed especially with the stick.,,,,
pam,Thought praps you meant another one. Goodo! I'll look tomorrow ,,,,
pam,"Hi Jon, Pete here, Ive bin 2 Spain recently & hav sum dinero left, Bill said u or ur åÔrents mayb interested in it, I hav 12,000pes, so around å£48, tb, James.",,,,
pam,There bold 2  &lt;#&gt; . Is that yours,,,,
pam,You know there is. I shall speak to you in  &lt;#&gt;  minutes then,,,,
pam,"\ALRITE HUNNY!WOT U UP 2 2NITE? DIDNT END UP GOIN DOWN TOWN JUS DA PUB INSTEAD! JUS CHILLIN AT DA MO IN ME BEDROOM!LOVE JEN XXX.\""""",,,,
pam,I went to project centre,,,,
pam,As per your request 'Maangalyam (Alaipayuthe)' has been set as your callertune for all Callers. Press *9 to copy your friends Callertune,,,,
pam,Lol yeah at this point I guess not,,,,
pam,Doing project w frens lor. ,,,,
pam,Lol. Well quality aint bad at all so i aint complaining,,,,
pam,"K, can that happen tonight?",,,,
spam,"Hi, this is Mandy Sullivan calling from HOTMIX FM...you are chosen to receive å£5000.00 in our Easter Prize draw.....Please telephone 09041940223 to claim before 29/03/05 or your prize will be transferred to someone else....",,,,
pam,"I think we're going to finn's now, come",,,,
pam,Why tired what special there you had,,,,
pam,I will come tomorrow di,,,,
pam,I cant pick the phone right now. Pls send a message,,,,
pam,K go and sleep well. Take rest:-).,,,,
pam,U guys never invite me anywhere :(,,,,
spam,UR GOING 2 BAHAMAS! CallFREEFONE 08081560665 and speak to a live operator to claim either Bahamas cruise ofå£2000 CASH 18+only. To opt out txt X to 07786200117,,,,
pam,I can do that! I want to please you both inside and outside the bedroom...,,,,
pam,"\EY! CALM DOWNON THEACUSATIONS.. ITXT U COS IWANA KNOW WOTU R DOIN AT THEW/END... HAVENTCN U IN AGES..RING ME IF UR UP4 NETHING SAT.LOVE J XXX.\""""",,,,
pam,I love to wine and dine my lady!,,,,
spam,Someone has conacted our dating service and entered your phone because they fancy you!To find out who it is call from landline 09111030116. PoBox12n146tf15,,,,
pam,"IåÕm cool ta luv but v.tired 2 cause i have been doin loads of planning all wk, we have got our social services inspection at the nursery! Take care & spk sn x.",,,,
pam,I don know account details..i will ask my mom and send you.my mom is out of reach now.,,,,
pam,I think u have the wrong number.,,,,
pam,Feel Yourself That You Are Always Happy.. Slowly It Becomes Your Habit &amp; Finally It Becomes Part Of Your Life.. Follow It.. Happy Morning &amp; Have A Happy Day:),,,,
pam,DO NOT B LATE LOVE MUM,,,,
pam,Got it..mail panren paru..,,,,
pam,* Was thinking about chuckin ur red green n black trainners 2 save carryin them bac on train,,,,
pam,Give one miss from that number please,,,,
pam,Jus came back fr lunch wif my sis only. U leh?,,,,
pam,How is your schedule next week? I am out of town this weekend.,,,,
pam,Really good:)dhanush rocks once again:),,,,
pam,Lmao ok I wont be needing u to do my hair anymore.,,,,
pam,"Miss ya, need ya, want ya, love ya.",,,,
pam,Sorry i'm not free...,,,,
pam,Do u ever get a song stuck in your head for no reason and it won't go away til u listen to it like 5 times?,,,,
pam,Nt yet chikku..simple habba..hw abt u?,,,,
pam,"Got ur mail Dileep.thank you so muchand look forward to lots of support...very less contacts here,remember one venugopal you mentioned.tomorrow if not late,i shall try to come up till there.goodnight dear.",,,,
pam,Sometimes Heart Remembrs someone Very much... Forgets someone soon... Bcoz Heart will not like everyone. But liked ones will be Remembered Everytime... BSLVYL,,,,
pam,Joy's father is John. Then John is the NAME of Joy's father. Mandan,,,,
spam,Hi 07734396839 IBH Customer Loyalty Offer: The NEW NOKIA6600 Mobile from ONLY å£10 at TXTAUCTION!Txt word:START to No:81151 & get Yours Now!4T&,,,,
pam,Hi this is yijue... It's regarding the 3230 textbook it's intro to algorithms second edition... I'm selling it for $50...,,,,
spam,SMS AUCTION You have won a Nokia 7250i. This is what you get when you win our FREE auction. To take part send Nokia to 86021 now. HG/Suite342/2Lands Row/W1JHL 16+,,,,
pam,"K, want us to come by now?",,,,
pam,How. Its a little difficult but its a simple way to enter this place,,,,
pam,Ha... Both of us doing e same thing. But i got tv 2 watch. U can thk of where 2 go tonight or u already haf smth in mind...,,,,
pam,Dont show yourself. How far. Put new pictures up on facebook.,,,,
pam,Watching tv now. I got new job :),,,,
pam,"Good afternoon sexy buns! How goes the job search ? I wake and you are my first thought as always, my love. I wish your fine and happy and know I adore you!",,,,
pam,"I'm not coming over, do whatever you want",,,,
pam,"Its ok chikku, and its my 1 of favourite song..:-)",,,,
pam,Did u see what I posted on your Facebook?,,,,
spam,Call FREEPHONE 0800 542 0578 now!,,,,
spam,Buy Space Invaders 4 a chance 2 win orig Arcade Game console. Press 0 for Games Arcade (std WAP charge) See o2.co.uk/games 4 Terms + settings. No purchase,,,,
pam,"7 wonders in My WORLD 7th You 6th Ur style 5th Ur smile 4th Ur Personality 3rd Ur Nature 2nd Ur SMS and 1st \Ur Lovely Friendship\""... good morning dear""",,,,
spam,"Loan for any purpose å£500 - å£75,000. Homeowners + Tenants welcome. Have you been previously refused? We can still help. Call Free 0800 1956669 or text back 'help'",,,,
spam,BIG BROTHER ALERT! The computer has selected u for 10k cash or #150 voucher. Call 09064018838. NTT PO Box CRO1327 18+ BT Landline Cost 150ppm mobiles vary,,,,
pam,";-( oh well, c u later",,,,
pam,My uncles in Atlanta. Wish you guys a great semester.,,,,
